"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"14921",1.5,"Fair","J","SI1",64.9,58,2786,7.09,7.03,4.58,0.469873159890994
"14922",1.5,"Good","G","SI2",57.5,63,4343,7.53,7.49,4.32,0.500049142399803
"14923",1.5,"Good","G","SI2",57.5,63,4080,7.53,7.49,4.32,0.241290584905073
"14924",1.5,"Good","G","SI2",57.9,61,4354,7.52,7.48,4.35,0.808230962138623
"14925",1.02,"Very Good","F","VS2",63.3,58,7464,6.36,6.38,4.03,0.448370189871639
"14926",1.27,"Very Good","I","VS2",62.6,59,6862,6.86,6.95,4.32,0.711822504643351
"14927",1.73,"Fair","H","SI2",65.9,58,2078,7.52,7.45,4.93,0.264491750858724
"14928",1.59,"Premium","E","SI2",62.3,58,8900,7.42,7.37,4.61,0.722595556173474
"14929",1.34,"Ideal","J","VS1",62,57,12444,7.12,7.04,4.39,0.753773982170969
"14930",1.04,"Ideal","G","VS2",62.5,57,10080,6.45,6.54,4.06,0.211783225880936
"14931",1.22,"Premium","E","SI2",61.5,58,9527,6.84,6.86,4.21,0.647943499498069
"14932",1.22,"Premium","I","VS1",61.1,58,8867,6.84,6.91,4.2,0.411939911078662
"14933",1.22,"Ideal","I","SI1",61.7,57,12744,6.85,6.82,4.22,0.224540671333671
"14934",1,"Very Good","F","VS2",61.6,56,7818,6.42,6.47,3.97,0.342777260113508
"14935",1.17,"Ideal","I","VS1",62.2,53,13484,6.78,6.81,4.23,0.943052542861551
"14936",1.18,"Ideal","H","SI1",61.4,55,11593,6.84,6.78,4.18,0.55416186247021
"14937",1.23,"Ideal","J","VS2",61.2,57,13174,6.93,6.88,4.23,0.358852113131434
"14938",1.21,"Ideal","G","SI2",62,56,13486,6.83,6.81,4.23,0.132191812153906
"14939",1.36,"Premium","I","VS2",59.3,58,8578,7.21,7.18,4.27,0.25650427932851
"14940",0.9,"Ideal","E","VS2",62.3,57,12286,6.16,6.19,3.85,0.337032713228837
"14941",1.01,"Very Good","G","VS2",62.4,58,7867,6.42,6.4,4,0.923641368281096
"14942",1.2,"Very Good","H","SI1",58.9,60,NA,6.94,7.02,4.11,0.0772268907167017
"14943",1.2,"Very Good","H","SI1",62.9,56,6724,6.74,6.8,4.26,0.308262012898922
"14944",1.2,"Very Good","H","SI1",62.5,59,7091,6.66,6.72,4.18,0.761714647058398
"14945",1.2,"Very Good","H","SI1",61,58,NA,6.84,6.92,4.2,0.0110768817830831
"14946",1.2,"Very Good","H","SI1",61.2,57,7773,6.78,6.91,4.19,0.924309930065647
"14947",1.2,"Very Good","H","SI1",62.1,58,7785,6.72,6.77,4.19,0.690421951469034
"14948",1.01,"Ideal","G","VS2",60.8,59,13323,6.52,6.5,3.96,0.697376704541966
"14949",1.01,"Ideal","G","VS2",62.5,57,14450,6.43,6.4,4.01,0.693919569253922
"14950",1,"Good","D","SI1",64.1,57,4852,6.32,6.29,4.04,0.629270925652236
"14951",1,"Very Good","F","VS1",58.4,63,6988,6.58,6.47,3.81,0.26358829671517
"14952",1.2,"Premium","I","VS1",62.8,56,8916,6.8,6.74,4.25,0.287190881324932
"14953",1,"Very Good","H","VVS1",62.3,60,7545,6.28,6.36,3.94,0.714355885749683
"14954",1.21,"Very Good","H","SI1",62.8,56,7352,6.8,6.83,4.28,0.66850248305127
"14955",1.21,"Good","H","SI1",58.2,58,4373,6.98,7.01,4.07,0.524305847939104
"14956",1.07,"Premium","G","VS2",60.1,60,9916,6.76,6.6,3.99,0.977572206873447
"14957",1.26,"Premium","I","VS2",62.4,58,9594,6.88,6.94,4.31,0.807209371821955
"14958",1.01,"Ideal","G","VS2",59.7,57,11877,6.49,6.44,3.86,0.540490484796464
"14959",1.21,"Ideal","H","SI1",62.6,53,14065,6.87,6.8,4.28,0.736626850673929
"14960",1.66,"Good","F","I1",62.1,57.7,5739,7.56,7.6,4.71,0.362464002799243
"14961",1.21,"Good","G","VS1",63.7,57,NA,6.73,6.67,4.27,0.0203475772868842
"14962",1.21,"Ideal","G","VS1",62.5,57,11448,6.77,6.7,4.21,0.184416410047561
"14963",1.21,"Premium","H","SI1",59.5,58,8660,7.02,6.96,4.16,0.902007604716346
"14964",1.2,"Premium","G","SI1",63,58,9302,6.72,6.68,4.22,0.900399467907846
"14965",1.01,"Premium","G","VS2",61.6,58,9728,6.45,6.4,3.96,0.735715355258435
"14966",1.01,"Premium","G","VS2",59.1,58,8997,6.63,6.56,3.9,0.645492438459769
"14967",1.01,"Ideal","G","VS2",63,57,11346,6.42,6.35,4.02,0.611985302297398
"14968",1.05,"Very Good","G","VS2",60.1,55,7410,6.65,6.73,4.02,0.722138831624761
"14969",1.5,"Very Good","F","I1",63.2,57,7830,7.29,7.24,4.59,0.365242042811587
"14970",1,"Good","G","VS1",63.9,55,5319,6.34,6.28,4.03,0.847651565214619
"14971",1.25,"Ideal","H","SI2",61.6,55,12326,6.89,6.94,4.26,0.464863277506083
"14972",1,"Good","F","VS2",62.1,61,4160,6.31,6.38,3.94,0.582241889322177
"14973",1.21,"Premium","D","SI2",60.9,58,9109,6.89,6.83,4.18,0.98833747790195
"14974",1.57,"Premium","J","SI2",59.6,56,8537,7.59,7.5,4.5,0.190316288731992
"14975",1.27,"Very Good","I","VS2",63.3,63,6645,6.87,6.82,4.33,0.644834406673908
"14976",1.25,"Good","F","SI2",59,61,4501,7.01,7.06,4.15,0.197805386036634
"14977",1.1,"Premium","G","VS2",60.3,57,9174,6.73,6.68,4.04,0.897117077140138
"14978",1.02,"Premium","E","VS2",60.3,60,9774,6.58,6.48,3.94,0.300603870535269
"14979",1.14,"Premium","F","SI1",61.1,59,8265,6.75,6.7,4.11,0.604409400839359
"14980",1.14,"Premium","F","SI1",59.6,58,8080,6.8,6.78,4.05,0.54661146341823
"14981",1.03,"Very Good","G","VS2",62.1,57,6648,6.41,6.48,4,0.16657995339483
"14982",1.03,"Very Good","G","VS2",62.3,57,7485,6.43,6.51,4.03,0.813177370000631
"14983",1.16,"Ideal","H","SI1",62.2,54,13626,6.72,6.75,4.19,0.469154001912102
"14984",1.01,"Very Good","F","VS2",58.5,60,7728,6.52,6.54,3.82,0.647216047858819
"14985",1.01,"Good","F","VS2",64.1,59,NA,6.16,6.23,3.97,0.075346021912992
"14986",1,"Good","F","VS2",63.7,59,5808,6.32,6.27,4.01,0.198394015664235
"14987",1,"Premium","H","VVS2",60.3,59,9331,6.46,6.41,3.88,0.184125094907358
"14988",1,"Premium","F","VS2",58.7,62,8577,6.6,6.51,3.85,0.669155855895951
"14989",1.23,"Premium","F","SI2",61.2,58,8235,6.91,6.84,4.21,0.940978398080915
"14990",1.51,"Premium","H","I1",61.9,58,9285,7.39,7.34,4.56,0.412702525965869
"14991",0.99,"Ideal","F","SI1",62.1,58,12348,6.33,6.4,3.95,0.312371871666983
"14992",1.23,"Very Good","H","VS2",58.5,62,NA,6.98,7,4.09,0.0461094479542226
"14993",1.01,"Ideal","F","SI1",62.7,54,NA,6.38,6.44,4.02,0.0456669349223375
"14994",1,"Very Good","D","SI1",61.4,63,6435,6.35,6.41,3.92,0.352838668040931
"14995",1.02,"Ideal","D","SI1",61.2,56,13427,6.51,6.56,4,0.716295547550544
"14996",1.07,"Ideal","G","VS2",62.2,57,14814,6.55,6.5,4.06,0.256594488862902
"14997",1.07,"Premium","G","VS2",62.2,58,9444,6.54,6.48,4.05,0.570818340638652
"14998",1.35,"Very Good","I","SI2",61,60,6328,7.09,7.15,4.34,0.678537074709311
"14999",1.15,"Premium","D","SI1",61.7,58,NA,6.76,6.69,4.15,0.0137045583687723
"15000",1.01,"Fair","F","VS2",69,61,2288,6.06,5.99,4.16,0.650481698103249
"15001",1.3,"Good","H","SI2",63.7,57,4982,6.94,6.87,4.4,0.311310571152717
"15002",1.01,"Very Good","E","VS2",62.6,56,7907,6.39,6.43,4.01,0.187169210519642
"15003",1,"Ideal","E","VS2",62,55,10515,6.42,6.38,3.97,0.455822955816984
"15004",1.09,"Ideal","E","SI1",61.1,55,14498,6.7,6.66,4.08,0.935437493957579
"15005",1.03,"Ideal","F","SI1",61.3,57,12221,6.47,6.53,3.98,0.396461642580107
"15006",1.22,"Premium","I","VS2",59.3,59,8432,6.96,7.01,4.14,0.290572805330157
"15007",1.13,"Ideal","H","VS2",62,57,14267,6.61,6.69,4.12,0.107041872106493
"15008",1.27,"Ideal","G","SI2",61.8,56,14106,6.96,6.93,4.29,0.622813714900985
"15009",1.26,"Ideal","G","SI2",60.9,55,11223,7.05,7,4.28,0.164324211189523
"15010",1.22,"Premium","D","SI2",62,60,9632,6.8,6.74,4.2,0.363314015092328
"15011",1.23,"Ideal","H","SI1",62.3,57,12021,6.89,6.85,4.28,0.609521365491673
"15012",1.51,"Good","I","SI1",63.8,57,4228,7.21,7.18,4.59,0.168040035525337
"15013",1.51,"Good","I","SI1",63.8,57,5971,7.21,7.18,4.59,0.983590149786323
"15014",1.01,"Very Good","G","VS2",61.9,58,7286,6.37,6.42,3.96,0.133523907279596
"15015",1.02,"Very Good","F","VS2",61.8,57,6386,6.4,6.44,3.97,0.575514284428209
"15016",1.02,"Very Good","D","SI1",62.8,56,6058,6.39,6.44,4.03,0.134797489037737
"15017",1,"Premium","F","VS2",62.1,58,9933,6.45,6.36,3.96,0.20159832178615
"15018",1,"Premium","G","VS2",60.6,60,9422,6.4,6.3,3.85,0.699445243226364
"15019",1,"Premium","G","VS2",61.3,62,9863,6.43,6.32,3.91,0.849087627604604
"15020",1.2,"Premium","H","VS2",62.4,57,9086,6.73,6.67,4.18,0.207156291464344
"15021",1,"Ideal","E","VS2",61.9,56,14394,6.45,6.4,3.98,0.264444892760366
"15022",1,"Premium","G","VS2",63,58,8345,6.4,6.33,4.01,0.759613694855943
"15023",1,"Premium","G","VS2",62,57,8066,6.43,6.37,3.97,0.994196649175137
"15024",1,"Premium","G","VS2",59.3,60,9549,6.55,6.51,3.87,0.481973480200395
"15025",1,"Premium","G","VS2",58.6,61,9979,6.61,6.57,3.86,0.368201959645376
"15026",1.5,"Premium","J","SI2",61,60,9043,7.34,7.3,4.46,0.516960242530331
"15027",1,"Premium","G","VS2",62.2,58,8361,6.54,6.49,3.94,0.77899785595946
"15028",1.35,"Ideal","J","VS1",62.3,54,12740,7.17,7.06,4.43,0.321465690620244
"15029",1,"Very Good","G","VS2",63.3,58,6545,6.39,6.27,4.01,0.889942227862775
"15030",1,"Premium","G","VS2",61.6,58,9587,6.43,6.39,3.95,0.564041095552966
"15031",0.3,"Ideal","G","VS1",61.7,57,12145,4.3,4.32,2.66,0.112048091366887
"15032",0.3,"Premium","G","VS1",62.2,59,8496,4.28,4.31,2.67,0.667909450596198
"15033",0.3,"Ideal","F","VS2",62,54,14852,4.31,4.34,2.68,0.186592859216034
"15034",0.3,"Very Good","H","VVS2",62.9,57,7348,4.28,4.31,2.7,0.742635756963864
"15035",0.3,"Very Good","G","VS1",62.9,57,7907,4.28,4.31,2.7,0.494882839964703
"15036",0.3,"Ideal","F","VS2",61.9,55,12711,4.31,4.32,2.67,0.583010178990662
"15037",0.3,"Very Good","F","VS2",62.9,57,7058,4.26,4.29,2.69,0.375084559200332
"15038",0.3,"Good","G","VS1",63.6,57,4189,4.23,4.26,2.7,0.905893373070285
"15039",0.3,"Ideal","H","VVS2",61.1,55,11086,4.32,4.36,2.65,0.644587856950238
"15040",0.3,"Very Good","F","VS2",62.8,55,7643,4.27,4.33,2.7,0.951448085717857
"15041",0.3,"Premium","G","VS1",61.9,59,8277,4.3,4.32,2.67,0.710898152552545
"15042",0.3,"Ideal","G","VS1",61.9,56,10982,4.29,4.34,2.67,0.694887913763523
"15043",0.3,"Very Good","F","VS2",62.9,57,7127,4.29,4.33,2.71,0.209113839315251
"15044",0.3,"Good","G","VS1",63.1,59,5521,4.25,4.27,2.69,0.841145844431594
"15045",0.3,"Very Good","F","VS2",62.8,58,7995,4.24,4.29,2.68,0.345906492089853
"15046",0.3,"Premium","F","VS2",60.4,58,9931,4.31,4.33,2.61,0.135662321699783
"15047",0.3,"Ideal","F","VS2",62,55,10173,4.31,4.33,2.68,0.562396379653364
"15048",0.3,"Very Good","H","VVS2",60.8,58,6396,4.34,4.37,2.65,0.744549066293985
"15049",0.3,"Ideal","G","VS1",62,54,14913,4.3,4.35,2.68,0.677999893669039
"15050",0.3,"Ideal","H","VVS2",62.1,56,11709,4.28,4.32,2.67,0.287827706430107
"15051",0.3,"Ideal","F","VS2",61.4,57,13476,4.34,4.36,2.67,0.679776093689725
"15052",0.3,"Ideal","G","VS1",59.9,56,11556,4.37,4.41,2.63,0.317278545582667
"15053",0.3,"Premium","F","VS2",61.5,60,8902,4.26,4.29,2.63,0.810097047127783
"15054",0.3,"Very Good","G","VS1",62.4,58,NA,4.22,4.24,2.64,0.0400457233190536
"15055",0.3,"Very Good","F","VS2",62.8,58,6851,4.25,4.28,2.68,0.313105862122029
"15056",0.3,"Premium","H","VVS2",60.8,60,8315,4.29,4.33,2.62,0.955448971828446
"15057",0.3,"Ideal","G","VS1",61.4,57,11821,4.29,4.34,2.65,0.411457256413996
"15058",0.3,"Ideal","F","VS2",61.6,57,10672,4.3,4.33,2.66,0.769424206344411
"15059",0.3,"Good","G","VS1",63.3,56,4052,4.26,4.3,2.71,0.519011680968106
"15060",0.3,"Premium","F","VS2",61.6,58,9467,4.29,4.31,2.65,0.675748420413584
"15061",1.07,"Ideal","F","SI1",62.3,53,10493,6.57,6.59,4.1,0.164020214928314
"15062",1,"Good","E","VS2",57.4,58,5485,6.57,6.61,3.78,0.976500509539619
"15063",1.12,"Premium","H","VS2",60.6,59,8567,6.77,6.7,4.08,0.286862214794382
"15064",1.22,"Ideal","J","VS2",61,55,14326,6.92,6.96,4.23,0.29043008456938
"15065",1.18,"Very Good","F","SI1",59.9,59,7762,6.85,6.87,4.11,0.134263497544453
"15066",1.2,"Premium","F","SI2",59.9,58,9364,6.96,6.9,4.15,0.5222263392061
"15067",1.06,"Ideal","D","SI1",62.7,54,10472,6.55,6.52,4.1,0.42940780846402
"15068",1.21,"Premium","H","VS1",61.2,60,9981,6.77,6.86,4.17,0.115255383774638
"15069",1.03,"Premium","D","SI1",61.2,54,8047,6.61,6.53,4.02,0.109416980063543
"15070",1.02,"Good","G","VS2",63.2,57,4773,6.38,6.41,4.04,0.335359492339194
"15071",1.02,"Premium","G","VS2",62.7,58,8384,6.4,6.45,4.03,0.954538516700268
"15072",1.02,"Very Good","G","VS2",60.5,54,NA,6.48,6.57,3.95,0.0567852626554668
"15073",1.02,"Very Good","G","VS2",62.1,59,6824,6.41,6.47,4,0.682511639082804
"15074",1.21,"Very Good","H","SI1",63.3,57,6736,6.77,6.7,4.26,0.790374781703576
"15075",1.03,"Ideal","F","SI1",61.3,56,13669,6.51,6.55,4,0.546213231282309
"15076",1.02,"Good","G","VS1",64.3,57,5184,6.34,6.28,4.06,0.569459775462747
"15077",1.12,"Ideal","I","VS1",60.9,57,11130,6.7,6.73,4.09,0.350888697197661
"15078",1.06,"Ideal","I","VS1",61.8,56,11624,6.5,6.57,4.05,0.917426597792655
"15079",1.07,"Ideal","E","SI2",62.5,57,11847,6.56,6.5,4.08,0.673460079589859
"15080",1.32,"Fair","I","SI1",64.8,58,3369,6.9,6.83,4.45,0.550845705438405
"15081",1.07,"Very Good","F","SI1",61.6,58,7201,6.54,6.6,4.05,0.766860015457496
"15082",1.11,"Very Good","H","VS1",63.2,57,6730,6.61,6.53,4.15,0.515929937362671
"15083",1.02,"Very Good","G","VS2",63,57,7499,6.37,6.39,4.02,0.193250546231866
"15084",1.17,"Very Good","D","SI2",60.9,60,6685,6.72,6.78,4.11,0.948685721494257
"15085",1.06,"Very Good","D","SI1",59.3,60,7659,6.64,6.71,3.96,0.968387601198629
"15086",1.22,"Ideal","I","SI1",61.7,55.2,12487,6.84,6.9,4.24,0.707593665458262
"15087",1.05,"Very Good","D","SI1",59.3,58,6480,6.68,6.74,3.98,0.633517907932401
"15088",1.49,"Very Good","F","I1",62.6,53.6,6424,7.28,7.31,4.57,0.273200812051073
"15089",1.02,"Ideal","H","VS2",61.8,55,10151,6.48,6.51,4.01,0.903292238945141
"15090",1.11,"Ideal","G","SI1",60.8,57,11699,6.83,6.77,4.14,0.604966029524803
"15091",1.21,"Premium","E","SI2",58.8,58,9301,7.07,6.91,4.11,0.648121933452785
"15092",1.01,"Good","G","VS1",62.7,57,NA,6.33,6.42,4,0.0201856910716742
"15093",1.01,"Premium","F","VS1",62.6,58,8789,6.37,6.48,4.02,0.789738209219649
"15094",1.01,"Ideal","G","VS1",62.4,56,14015,6.37,6.42,3.99,0.157448842190206
"15095",1.01,"Good","D","VS2",64.2,60,5503,6.32,6.35,4.07,0.543373341439292
"15096",1.01,"Premium","D","SI1",62,60,9150,6.37,6.4,3.96,0.882151938043535
"15097",1.25,"Ideal","I","SI1",59.6,59,13596,7.01,7.09,4.2,0.88510979199782
"15098",1.26,"Premium","I","SI1",62,58,9628,6.9,6.87,4.27,0.110975582152605
"15099",1.21,"Ideal","H","SI1",61.1,57,NA,6.83,6.91,4.2,0.0733385123312473
"15100",1.06,"Ideal","I","VVS2",62.2,55,13848,6.51,6.55,4.06,0.270961435046047
"15101",1.42,"Ideal","I","VS2",62.9,57,10069,7.21,7.07,4.49,0.396570816403255
"15102",1.05,"Very Good","G","VS2",62.8,58,7095,6.44,6.48,4.06,0.750587996793911
"15103",1.05,"Premium","G","VS2",61.8,58,8497,6.52,6.59,4.05,0.55851921858266
"15104",1.14,"Ideal","D","SI1",60.9,56,13024,6.75,6.81,4.13,0.269313390832394
"15105",1.33,"Very Good","H","SI2",60.8,59,6592,7.07,7.11,4.31,0.872149601113051
"15106",1.22,"Very Good","H","SI1",61.2,60,7541,6.83,6.9,4.2,0.952999717090279
"15107",1.21,"Premium","E","SI2",61.9,60,8190,6.78,6.73,4.18,0.569822140503675
"15108",1.03,"Premium","E","VS2",62.5,59,8292,6.42,6.44,4.02,0.896541976602748
"15109",1.01,"Very Good","F","VS2",61,57,6111,6.42,6.5,3.94,0.973009270848706
"15110",1.01,"Very Good","F","VS2",62.3,59,7725,6.37,6.44,3.99,0.613798659760505
"15111",1.25,"Very Good","E","SI2",60.8,55,7443,6.94,7,4.24,0.837149566272274
"15112",1,"Ideal","D","SI1",62.7,57,NA,6.34,6.38,3.99,0.0810052042361349
"15113",1,"Good","E","VS2",61.5,62,5265,6.37,6.42,3.93,0.445355736417696
"15114",1.01,"Very Good","F","SI1",62.9,57,7666,6.35,6.4,4.01,0.794692637398839
"15115",1.24,"Very Good","I","SI1",61.4,59,6905,6.86,6.92,4.23,0.222941453568637
"15116",1.13,"Ideal","H","SI1",61.5,56,11650,6.69,6.71,4.12,0.865633232053369
"15117",1.01,"Premium","D","SI1",61.8,58,9542,6.42,6.37,3.95,0.146330681396648
"15118",1.18,"Ideal","H","SI1",61.6,55.5,10995,6.77,6.85,4.19,0.183709694072604
"15119",1.24,"Ideal","I","VS2",62,55,10819,6.9,6.87,4.27,0.401210516924039
"15120",1.07,"Premium","G","VS1",61.4,56,9979,6.65,6.61,4.07,0.944564193952829
"15121",1.2,"Very Good","H","SI1",60.8,58,6508,6.8,6.85,4.15,0.683077963767573
"15122",1.11,"Ideal","I","VS1",61,57,11383,6.68,6.72,4.09,0.277039470849559
"15123",1.08,"Ideal","D","SI1",61.8,56,14489,6.62,6.69,4.11,0.889754657866433
"15124",1.33,"Fair","G","SI2",63,62,2284,6.9,6.87,4.34,0.609167318092659
"15125",1.19,"Premium","H","SI1",61.3,58,9269,6.82,6.78,4.17,0.550353302853182
"15126",1.34,"Ideal","H","VS2",61.2,56,13099,7.09,7.05,4.33,0.870601007249206
"15127",1.32,"Very Good","J","VS2",62.1,57,7744,7.01,7.04,4.36,0.911835741484538
"15128",1.02,"Good","G","VS2",63.8,59,5724,6.34,6.27,4.02,0.173394973855466
"15129",1.01,"Fair","D","VS2",65.2,57,2252,6.23,6.19,4.05,0.789822925813496
"15130",1.07,"Ideal","H","VS1",62.3,55,14743,6.59,6.54,4.09,0.469910934567451
"15131",1.01,"Very Good","F","VS2",62.5,56,6591,6.4,6.44,4.01,0.272284716134891
"15132",1.16,"Ideal","H","SI1",61.8,54,13901,6.74,6.81,4.19,0.268359057372436
"15133",1.25,"Ideal","J","VVS2",61.1,57,13470,6.94,6.91,4.23,0.871097284602001
"15134",1.25,"Premium","I","VS2",61,59,8820,6.98,6.89,4.23,0.871144644683227
"15135",1.32,"Very Good","H","SI2",63,59,7050,6.91,6.99,4.38,0.135581323644146
"15136",1.2,"Very Good","F","SI2",62.8,55,7024,6.74,6.8,4.25,0.827249280875549
"15137",1.26,"Premium","E","SI2",62.9,59,9374,6.85,6.82,4.3,0.156283759046346
"15138",1.19,"Very Good","H","VS2",61.1,58,7968,6.81,6.83,4.17,0.785351851256564
"15139",1.52,"Premium","H","SI2",62.6,60,8274,7.34,7.3,4.58,0.81966984225437
"15140",1.43,"Fair","E","SI2",66,57,NA,7.02,7,4.63,0.0480902760755271
"15141",1.12,"Ideal","F","SI1",61.6,56,12524,6.66,6.72,4.12,0.295070011401549
"15142",1.02,"Premium","G","VS2",62.6,59,9127,6.43,6.39,4.01,0.879373592790216
"15143",0.94,"Very Good","G","VVS1",63.3,57,7835,6.21,6.14,3.91,0.520712461089715
"15144",1.35,"Very Good","H","SI2",62.2,56,6962,7.02,7.06,4.38,0.166856667725369
"15145",1.23,"Ideal","H","SI2",62.1,55.9,11480,6.82,6.85,4.24,0.987326863687485
"15146",1.11,"Good","D","SI1",57.8,61,5348,6.83,6.78,3.93,0.266569200903177
"15147",1.51,"Good","D","I1",57,64,4029,7.53,7.48,4.28,0.269545171642676
"15148",1.52,"Ideal","J","SI2",62.7,56,14731,7.28,7.2,4.54,0.571528624277562
"15149",1.01,"Good","F","VS2",62.5,62,5474,6.32,6.38,3.97,0.316690635867417
"15150",1.31,"Premium","H","SI2",60,57,8708,7.1,7.07,4.25,0.317701552528888
"15151",1.11,"Ideal","I","SI1",61.7,57,NA,6.61,6.64,4.09,0.0807948287110776
"15152",2.06,"Good","H","I1",64.3,58,5648,8.03,7.99,5.15,0.670693831983954
"15153",1.37,"Ideal","J","SI2",62.2,55,13746,7.07,7.11,4.41,0.281462154118344
"15154",1.03,"Premium","E","SI1",59.5,60,NA,6.64,6.56,3.93,0.0245819273404777
"15155",1.21,"Premium","F","SI2",59,60,8975,6.99,6.94,4.11,0.168716410407797
"15156",1.35,"Premium","H","VS2",60.5,62,NA,7.16,7.11,4.32,0.0281971148215234
"15157",1.28,"Premium","I","SI1",62.6,55,8535,6.97,6.93,4.35,0.184436022071168
"15158",1.28,"Premium","H","SI2",60.2,58,NA,7.13,7.03,4.26,0.0554509437642992
"15159",0.99,"Very Good","F","VS2",61.8,57,7671,6.37,6.39,3.94,0.682992500951514
"15160",1.04,"Very Good","G","VS2",62.3,54,7080,6.49,6.55,4.06,0.895124704111367
"15161",1.14,"Ideal","H","VS2",62.6,56,NA,6.68,6.65,4.17,0.0328482701443136
"15162",1.14,"Premium","H","VS2",60.2,58,8046,6.81,6.74,4.08,0.546366460854188
"15163",1.54,"Ideal","H","SI2",61.8,57,NA,7.43,7.35,4.57,0.0599250162485987
"15164",1.24,"Ideal","H","SI1",62.5,56,11964,6.92,6.88,4.31,0.306718646781519
"15165",1.31,"Premium","H","VS2",59.6,58,NA,7.14,7.08,4.24,0.035900245886296
"15166",1.05,"Premium","G","VS2",63,57,8627,6.51,6.48,4.09,0.163068329216912
"15167",1.44,"Ideal","G","I1",63.2,55,14542,7.21,7.18,4.54,0.743487224914134
"15168",1.08,"Very Good","G","VS2",63.2,60,7919,6.53,6.44,4.1,0.611338219838217
"15169",1.01,"Ideal","D","SI1",63,57,10577,6.43,6.34,4.02,0.963650025194511
"15170",1,"Premium","G","VS1",60.9,60,9684,6.45,6.42,3.92,0.142838556785136
"15171",1.29,"Ideal","I","SI2",61.9,57,10270,6.99,7.04,4.34,0.170818637125194
"15172",1.29,"Ideal","J","SI1",61.5,57,12847,7,7.06,4.32,0.136437801178545
"15173",1.01,"Premium","F","VS2",59.9,61,8864,6.5,6.46,3.88,0.454058233415708
"15174",1.01,"Very Good","H","VVS2",63.3,57,7071,6.39,6.35,4.03,0.67093937471509
"15175",1.01,"Premium","F","VS2",61.1,59,9161,6.44,6.35,3.91,0.11282042786479
"15176",1.01,"Premium","F","VS2",62,59,NA,6.45,6.38,3.98,0.066232968121767
"15177",1.01,"Premium","F","VS2",63,58,9295,6.43,6.36,4.03,0.650470182998106
"15178",1.01,"Premium","F","VS2",62.4,58,8692,6.43,6.36,3.99,0.415703656850383
"15179",1.01,"Premium","F","VS2",62.7,58,9707,6.4,6.39,4.01,0.946060026530176
"15180",1.01,"Good","F","VS2",63.6,59,NA,6.36,6.32,4.03,0.060428426368162
"15181",1.01,"Premium","F","VS2",62.1,60,9237,6.43,6.36,3.97,0.245080697583035
"15182",1.21,"Premium","I","SI1",61.7,56,9500,6.87,6.82,4.22,0.601593218976632
"15183",1,"Very Good","F","VS1",58.1,62,7426,6.57,6.62,3.83,0.673023171490058
"15184",1,"Good","F","VS2",63.8,58,5257,6.28,6.32,4.02,0.756939430721104
"15185",1,"Very Good","F","VS1",58.4,63,6401,6.58,6.47,3.81,0.423203697195277
"15186",1.2,"Very Good","E","SI1",62.6,58,6047,6.73,6.78,4.23,0.112461685901508
"15187",1.12,"Very Good","E","SI1",61.3,63,7634,6.68,6.73,4.11,0.152259450638667
"15188",1.21,"Ideal","H","SI2",61.1,56,10049,6.92,6.87,4.21,0.596876147203147
"15189",1.21,"Premium","H","SI2",58.8,60,9935,6.99,6.95,4.1,0.923010927625
"15190",1.1,"Premium","E","SI1",60.7,55,9455,6.75,6.66,4.07,0.198945677373558
"15191",1.29,"Very Good","I","VS2",61.3,58,NA,6.98,7.04,4.3,0.0155440506059676
"15192",1.23,"Ideal","J","VS1",62.2,55,14592,6.83,6.86,4.26,0.977512942161411
"15193",1.31,"Very Good","J","VS1",63.7,55,7088,6.94,7.01,4.44,0.854536794591695
"15194",1.07,"Very Good","G","VS2",61.9,60,6942,6.48,6.55,4.03,0.209069723496214
"15195",1.02,"Very Good","E","VS2",60.3,60,6043,6.58,6.48,3.94,0.974797871662304
"15196",1.02,"Very Good","I","VS2",61.5,57,7309,6.4,6.44,3.95,0.141962402733043
"15197",1.51,"Good","J","SI2",58.1,64,4190,7.53,7.57,4.39,0.180621649837121
"15198",1.01,"Ideal","G","VS2",61.7,57,12011,6.48,6.45,3.99,0.871679368894547
"15199",1.01,"Very Good","G","VS2",61.9,56,6140,6.34,6.42,3.95,0.999183034757152
"15200",1.21,"Ideal","F","SI2",61.8,57,NA,6.87,6.82,4.23,0.0394839695654809
"15201",1.15,"Ideal","H","SI1",62.4,54,12697,6.71,6.76,4.2,0.305453263921663
"15202",1.01,"Premium","D","VS2",59.2,56,NA,6.48,6.43,3.82,0.0307151260785758
"15203",1.01,"Premium","G","VS2",60.6,61,8168,6.4,6.33,3.86,0.962053622119129
"15204",1.01,"Very Good","G","VS2",63.1,60,7625,6.36,6.31,4,0.295811671763659
"15205",1.01,"Premium","G","VS2",62.9,58,8266,6.39,6.3,3.99,0.322271548444405
"15206",1.01,"Ideal","G","VS2",62.4,56,11332,6.41,6.37,3.99,0.305643145926297
"15207",1.01,"Premium","G","VS2",58.5,61,8426,6.57,6.52,3.83,0.207886852324009
"15208",1.01,"Very Good","G","VS2",63.1,59,7132,6.4,6.37,4.03,0.668517176993191
"15209",1.01,"Premium","G","VS2",62.4,58,8667,6.41,6.38,3.99,0.514053256018087
"15210",1.01,"Ideal","G","VS2",61.8,56,13650,6.45,6.42,3.98,0.299733371473849
